Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
OA,Oceania,NZL,New Zealand,1991,Male,Age_all,[All],5899.0,42.71542361,316.60418598,343.96501458
OA,Oceania,NZL,New Zealand,1991,Male,Age_unknown,[Unknown],0.0,,,
OA,Oceania,NZL,New Zealand,1991,Male,Age00,[0],3.0,1.00334448,,9.77198697
OA,Oceania,NZL,New Zealand,1991,Male,Age01_04,[1-4],1.0,1.72413793,,0.86355786
OA,Oceania,NZL,New Zealand,1991,Male,Age05_09,[5-9],1.0,2.85714286,,0.75018755
OA,Oceania,NZL,New Zealand,1991,Male,Age10_14,[10-14],1.0,1.96078431,,0.75528701
OA,Oceania,NZL,New Zealand,1991,Male,Age15_19,[15-19],9.0,5.20231214,,6.27615063
OA,Oceania,NZL,New Zealand,1991,Male,Age20_24,[20-24],7.0,2.76679842,,4.9122807
OA,Oceania,NZL,New Zealand,1991,Male,Age25_29,[25-29],16.0,8.20512821,,11.54401154
OA,Oceania,NZL,New Zealand,1991,Male,Age30_34,[30-34],14.0,7.65027322,,10.06470165
OA,Oceania,NZL,New Zealand,1991,Male,Age35_39,[35-39],40.0,17.31601732,,31.82179793
OA,Oceania,NZL,New Zealand,1991,Male,Age40_44,[40-44],87.0,30.96085409,,71.60493827
OA,Oceania,NZL,New Zealand,1991,Male,Age45_49,[45-49],120.0,34.09090909,,123.45679012
OA,Oceania,NZL,New Zealand,1991,Male,Age50_54,[50-54],192.0,40.85106383,,228.84386174
OA,Oceania,NZL,New Zealand,1991,Male,Age55_59,[55-59],300.0,42.73504274,,415.51246537
OA,Oceania,NZL,New Zealand,1991,Male,Age60_64,[60-64],530.0,43.69332234,,723.05593452
OA,Oceania,NZL,New Zealand,1991,Male,Age65_69,[65-69],777.0,45.67901235,,1245.1923077
OA,Oceania,NZL,New Zealand,1991,Male,Age70_74,[70-74],965.0,50.0,,2154.0178571
OA,Oceania,NZL,New Zealand,1991,Male,Age75_79,[75-79],1081.0,49.65548921,,3388.7147335
OA,Oceania,NZL,New Zealand,1991,Male,Age80_84,[80-84],966.0,51.74076058,,5583.8150289
OA,Oceania,NZL,New Zealand,1991,Male,Age85_over,[85+],789.0,48.13910921,,8670.3296703
OA,Oceania,NZL,New Zealand,1991,Female,Age_all,[All],5747.0,45.32334385,197.08482707,323.86587771
OA,Oceania,NZL,New Zealand,1991,Female,Age00,[0],2.0,0.97560976,,6.87285223
OA,Oceania,NZL,New Zealand,1991,Female,Age01_04,[1-4],1.0,2.43902439,,0.90826521
OA,Oceania,NZL,New Zealand,1991,Female,Age05_09,[5-9],0.0,0.0,,0.0
OA,Oceania,NZL,New Zealand,1991,Female,Age10_14,[10-14],1.0,5.88235294,,0.78492936
OA,Oceania,NZL,New Zealand,1991,Female,Age15_19,[15-19],4.0,5.88235294,,2.7739251
OA,Oceania,NZL,New Zealand,1991,Female,Age20_24,[20-24],3.0,4.0,,2.06753963
OA,Oceania,NZL,New Zealand,1991,Female,Age25_29,[25-29],12.0,15.78947368,,8.29875519
OA,Oceania,NZL,New Zealand,1991,Female,Age_unknown,[Unknown],0.0,,,
OA,Oceania,NZL,New Zealand,1991,Female,Age30_34,[30-34],13.0,11.9266055,,9.01525659
OA,Oceania,NZL,New Zealand,1991,Female,Age35_39,[35-39],20.0,14.18439716,,15.49186677
OA,Oceania,NZL,New Zealand,1991,Female,Age40_44,[40-44],45.0,22.3880597,,36.76470588
OA,Oceania,NZL,New Zealand,1991,Female,Age45_49,[45-49],37.0,15.54621849,,37.98767967
OA,Oceania,NZL,New Zealand,1991,Female,Age50_54,[50-54],74.0,21.08262108,,87.67772512
OA,Oceania,NZL,New Zealand,1991,Female,Age55_59,[55-59],117.0,26.0,,163.40782123
OA,Oceania,NZL,New Zealand,1991,Female,Age60_64,[60-64],222.0,30.49450549,,304.10958904
OA,Oceania,NZL,New Zealand,1991,Female,Age65_69,[65-69],392.0,36.19575254,,568.11594203
OA,Oceania,NZL,New Zealand,1991,Female,Age70_74,[70-74],640.0,45.39007092,,1107.266436
OA,Oceania,NZL,New Zealand,1991,Female,Age75_79,[75-79],998.0,53.31196581,,2155.5075594
OA,Oceania,NZL,New Zealand,1991,Female,Age80_84,[80-84],1248.0,57.37931034,,4146.179402
OA,Oceania,NZL,New Zealand,1991,Female,Age85_over,[85+],1918.0,56.22984462,,8600.896861
OA,Oceania,NZL,New Zealand,1992,All,Age20_24,[20-24],20.0,5.86510264,,6.86577412
OA,Oceania,NZL,New Zealand,1992,All,Age25_29,[25-29],19.0,6.73758865,,6.82226212
OA,Oceania,NZL,New Zealand,1992,All,Age_all,[All],12088.0,44.35637751,254.85729399,342.99009732
OA,Oceania,NZL,New Zealand,1992,All,Age00,[0],7.0,1.61662818,,12.17391304
OA,Oceania,NZL,New Zealand,1992,All,Age01_04,[1-4],0.0,0.0,,0.0
OA,Oceania,NZL,New Zealand,1992,All,Age05_09,[5-9],1.0,1.47058824,,0.38095238
OA,Oceania,NZL,New Zealand,1992,All,Age10_14,[10-14],5.0,6.66666667,,1.93274063
OA,Oceania,NZL,New Zealand,1992,All,Age15_19,[15-19],6.0,2.40963855,,2.14285714
OA,Oceania,NZL,New Zealand,1992,All,Age30_34,[30-34],37.0,12.93706294,,12.76302173
OA,Oceania,NZL,New Zealand,1992,All,Age35_39,[35-39],68.0,19.48424069,,26.10364683
OA,Oceania,NZL,New Zealand,1992,All,Age40_44,[40-44],108.0,25.83732057,,44.0996325
OA,Oceania,NZL,New Zealand,1992,All,Age45_49,[45-49],203.0,34.58262351,,99.12109375
OA,Oceania,NZL,New Zealand,1992,All,Age50_54,[50-54],305.0,34.85714286,,173.78917379
OA,Oceania,NZL,New Zealand,1992,All,Age_unknown,[Unknown],0.0,,,
OA,Oceania,NZL,New Zealand,1992,All,Age55_59,[55-59],467.0,39.60983885,,323.40720222
OA,Oceania,NZL,New Zealand,1992,All,Age60_64,[60-64],738.0,39.17197452,,508.96551724
OA,Oceania,NZL,New Zealand,1992,All,Age65_69,[65-69],1219.0,43.77019749,,921.39077853
OA,Oceania,NZL,New Zealand,1992,All,Age70_74,[70-74],1569.0,45.79684764,,1485.7954545
OA,Oceania,NZL,New Zealand,1992,All,Age75_79,[75-79],2110.0,51.16391853,,2650.7537688
OA,Oceania,NZL,New Zealand,1992,All,Age80_84,[80-84],2303.0,53.18706697,,4671.3995943
OA,Oceania,NZL,New Zealand,1992,All,Age85_over,[85+],2903.0,53.17823777,,8850.6097561
OA,Oceania,NZL,New Zealand,1992,Male,Age45_49,[45-49],149.0,44.21364985,,145.65004888
OA,Oceania,NZL,New Zealand,1992,Male,Age_unknown,[Unknown],0.0,,,
OA,Oceania,NZL,New Zealand,1992,Male,Age50_54,[50-54],214.0,40.15009381,,244.29223744
OA,Oceania,NZL,New Zealand,1992,Male,Age_all,[All],6303.0,43.25121801,331.56636106,363.59965388
OA,Oceania,NZL,New Zealand,1992,Male,Age00,[0],2.0,0.7751938,,6.73400673
OA,Oceania,NZL,New Zealand,1992,Male,Age01_04,[1-4],0.0,0.0,,0.0
OA,Oceania,NZL,New Zealand,1992,Male,Age05_09,[5-9],1.0,2.85714286,,0.74183976
OA,Oceania,NZL,New Zealand,1992,Male,Age10_14,[10-14],1.0,2.08333333,,0.75528701
OA,Oceania,NZL,New Zealand,1992,Male,Age15_19,[15-19],5.0,2.73224044,,3.56633381
OA,Oceania,NZL,New Zealand,1992,Male,Age20_24,[20-24],13.0,5.0,,8.99031812
OA,Oceania,NZL,New Zealand,1992,Male,Age25_29,[25-29],15.0,6.94444444,,11.00513573
OA,Oceania,NZL,New Zealand,1992,Male,Age30_34,[30-34],23.0,11.79487179,,16.18578466
OA,Oceania,NZL,New Zealand,1992,Male,Age35_39,[35-39],47.0,20.88888889,,36.57587549
OA,Oceania,NZL,New Zealand,1992,Male,Age40_44,[40-44],79.0,32.11382114,,64.75409836
OA,Oceania,NZL,New Zealand,1992,Male,Age55_59,[55-59],352.0,46.87083888,,488.21081831
OA,Oceania,NZL,New Zealand,1992,Male,Age60_64,[60-64],539.0,44.25287356,,742.42424242
OA,Oceania,NZL,New Zealand,1992,Male,Age65_69,[65-69],840.0,47.2972973,,1320.754717
OA,Oceania,NZL,New Zealand,1992,Male,Age70_74,[70-74],931.0,46.83098592,,2006.4655172
OA,Oceania,NZL,New Zealand,1992,Male,Age75_79,[75-79],1118.0,49.97764864,,3450.617284
OA,Oceania,NZL,New Zealand,1992,Male,Age80_84,[80-84],1033.0,49.49688548,,5738.8888889
OA,Oceania,NZL,New Zealand,1992,Male,Age85_over,[85+],941.0,49.08711528,,9802.0833333
OA,Oceania,NZL,New Zealand,1992,Female,Age_all,[All],5785.0,45.62662671,193.02285801,323.03998213
OA,Oceania,NZL,New Zealand,1992,Female,Age00,[0],5.0,2.85714286,,17.98561151
OA,Oceania,NZL,New Zealand,1992,Female,Age01_04,[1-4],0.0,0.0,,0.0
OA,Oceania,NZL,New Zealand,1992,Female,Age05_09,[5-9],0.0,0.0,,0.0
OA,Oceania,NZL,New Zealand,1992,Female,Age10_14,[10-14],4.0,14.81481481,,3.16706255
OA,Oceania,NZL,New Zealand,1992,Female,Age15_19,[15-19],1.0,1.51515152,,0.71530758
OA,Oceania,NZL,New Zealand,1992,Female,Age20_24,[20-24],7.0,8.64197531,,4.77164281
OA,Oceania,NZL,New Zealand,1992,Female,Age25_29,[25-29],4.0,6.06060606,,2.81293952
OA,Oceania,NZL,New Zealand,1992,Female,Age30_34,[30-34],14.0,15.38461538,,9.47225981
OA,Oceania,NZL,New Zealand,1992,Female,Age35_39,[35-39],21.0,16.93548387,,15.90909091
OA,Oceania,NZL,New Zealand,1992,Female,Age40_44,[40-44],29.0,16.86046512,,23.59641985
OA,Oceania,NZL,New Zealand,1992,Female,Age45_49,[45-49],54.0,21.6,,52.68292683
OA,Oceania,NZL,New Zealand,1992,Female,Age50_54,[50-54],91.0,26.60818713,,103.52673493
OA,Oceania,NZL,New Zealand,1992,Female,Age55_59,[55-59],115.0,26.86915888,,159.05947441
OA,Oceania,NZL,New Zealand,1992,Female,Age60_64,[60-64],199.0,29.87987988,,274.86187845
OA,Oceania,NZL,New Zealand,1992,Female,Age65_69,[65-69],379.0,37.56194252,,551.67394469
OA,Oceania,NZL,New Zealand,1992,Female,Age70_74,[70-74],638.0,44.36717663,,1077.7027027
OA,Oceania,NZL,New Zealand,1992,Female,Age75_79,[75-79],992.0,52.57021728,,2101.6949153
OA,Oceania,NZL,New Zealand,1992,Female,Age80_84,[80-84],1270.0,56.62059741,,4057.5079872
OA,Oceania,NZL,New Zealand,1992,Female,Age85_over,[85+],1962.0,55.39243365,,8456.8965517
OA,Oceania,NZL,New Zealand,1992,Female,Age_unknown,[Unknown],0.0,,,
OA,Oceania,NZL,New Zealand,1993,All,Age_unknown,[Unknown],0.0,,,
OA,Oceania,NZL,New Zealand,1993,All,Age_all,[All],11992.0,44.0704127,245.54200062,336.59864709
OA,Oceania,NZL,New Zealand,1993,All,Age00,[0],6.0,1.39211137,,10.65719361
OA,Oceania,NZL,New Zealand,1993,All,Age01_04,[1-4],2.0,1.83486239,,0.85616438
OA,Oceania,NZL,New Zealand,1993,All,Age05_09,[5-9],0.0,0.0,,0.0
OA,Oceania,NZL,New Zealand,1993,All,Age10_14,[10-14],2.0,3.57142857,,0.76863951
OA,Oceania,NZL,New Zealand,1993,All,Age15_19,[15-19],8.0,3.2,,2.93040293
OA,Oceania,NZL,New Zealand,1993,All,Age20_24,[20-24],10.0,2.95857988,,3.41880342
OA,Oceania,NZL,New Zealand,1993,All,Age25_29,[25-29],20.0,7.51879699,,7.25952813
OA,Oceania,NZL,New Zealand,1993,All,Age30_34,[30-34],35.0,13.10861423,,11.83231914
OA,Oceania,NZL,New Zealand,1993,All,Age35_39,[35-39],67.0,20.12012012,,25.08423811
OA,Oceania,NZL,New Zealand,1993,All,Age40_44,[40-44],112.0,23.33333333,,45.47300041
OA,Oceania,NZL,New Zealand,1993,All,Age45_49,[45-49],170.0,29.98236332,,77.87448465
OA,Oceania,NZL,New Zealand,1993,All,Age50_54,[50-54],302.0,34.2015855,,168.52678571
OA,Oceania,NZL,New Zealand,1993,All,Age55_59,[55-59],418.0,36.31624674,,285.32423208
OA,Oceania,NZL,New Zealand,1993,All,Age60_64,[60-64],701.0,38.60132159,,489.18353105
OA,Oceania,NZL,New Zealand,1993,All,Age65_69,[65-69],1119.0,41.87874251,,838.83058471
OA,Oceania,NZL,New Zealand,1993,All,Age70_74,[70-74],1636.0,47.22863741,,1502.2956841
OA,Oceania,NZL,New Zealand,1993,All,Age75_79,[75-79],2138.0,50.94114844,,2689.3081761
OA,Oceania,NZL,New Zealand,1993,All,Age80_84,[80-84],2221.0,52.209685,,4329.4346979
OA,Oceania,NZL,New Zealand,1993,All,Age85_over,[85+],3025.0,53.70140245,,8793.6046512
OA,Oceania,NZL,New Zealand,1993,Male,Age_all,[All],6010.0,42.38662811,308.66603661,342.86040276
OA,Oceania,NZL,New Zealand,1993,Male,Age00,[0],2.0,0.84033613,,6.92041522
OA,Oceania,NZL,New Zealand,1993,Male,Age01_04,[1-4],1.0,1.81818182,,0.8361204
OA,Oceania,NZL,New Zealand,1993,Male,Age05_09,[5-9],0.0,0.0,,0.0
OA,Oceania,NZL,New Zealand,1993,Male,Age10_14,[10-14],0.0,0.0,,0.0
OA,Oceania,NZL,New Zealand,1993,Male,Age15_19,[15-19],5.0,2.74725275,,3.64431487
OA,Oceania,NZL,New Zealand,1993,Male,Age20_24,[20-24],9.0,3.4351145,,6.18982118
OA,Oceania,NZL,New Zealand,1993,Male,Age25_29,[25-29],14.0,7.65027322,,10.37805782
OA,Oceania,NZL,New Zealand,1993,Male,Age30_34,[30-34],28.0,16.1849711,,19.3637621
OA,Oceania,NZL,New Zealand,1993,Male,Age35_39,[35-39],55.0,23.91304348,,41.79331307
OA,Oceania,NZL,New Zealand,1993,Male,Age40_44,[40-44],78.0,26.98961938,,63.62153344
OA,Oceania,NZL,New Zealand,1993,Male,Age45_49,[45-49],120.0,35.82089552,,110.09174312
OA,Oceania,NZL,New Zealand,1993,Male,Age50_54,[50-54],206.0,39.3129771,,230.16759777
OA,Oceania,NZL,New Zealand,1993,Male,Age55_59,[55-59],300.0,44.31314623,,410.39671683
OA,Oceania,NZL,New Zealand,1993,Male,Age60_64,[60-64],487.0,43.28888889,,681.11888112
OA,Oceania,NZL,New Zealand,1993,Male,Age65_69,[65-69],723.0,43.92466586,,1117.4652241
OA,Oceania,NZL,New Zealand,1993,Male,Age70_74,[70-74],976.0,48.19753086,,2020.7039337
OA,Oceania,NZL,New Zealand,1993,Male,Age75_79,[75-79],1120.0,48.972453,,3478.2608696
OA,Oceania,NZL,New Zealand,1993,Male,Age80_84,[80-84],933.0,47.45676501,,4989.3048128
OA,Oceania,NZL,New Zealand,1993,Male,Age85_over,[85+],953.0,49.35266701,,9435.6435644
OA,Oceania,NZL,New Zealand,1993,Male,Age_unknown,[Unknown],0.0,,,
OA,Oceania,NZL,New Zealand,1993,Female,Age85_over,[85+],2072.0,55.96974608,,8526.7489712
OA,Oceania,NZL,New Zealand,1993,Female,Age_unknown,[Unknown],0.0,,,
OA,Oceania,NZL,New Zealand,1993,Female,Age30_34,[30-34],7.0,7.44680851,,4.62962963
OA,Oceania,NZL,New Zealand,1993,Female,Age35_39,[35-39],12.0,11.65048544,,8.85608856
OA,Oceania,NZL,New Zealand,1993,Female,Age40_44,[40-44],34.0,17.80104712,,27.48585287
OA,Oceania,NZL,New Zealand,1993,Female,Age45_49,[45-49],50.0,21.55172414,,45.74565416
OA,Oceania,NZL,New Zealand,1993,Female,Age50_54,[50-54],96.0,26.74094708,,107.02341137
OA,Oceania,NZL,New Zealand,1993,Female,Age55_59,[55-59],118.0,24.89451477,,160.76294278
OA,Oceania,NZL,New Zealand,1993,Female,Age60_64,[60-64],214.0,30.96960926,,298.05013928
OA,Oceania,NZL,New Zealand,1993,Female,Age65_69,[65-69],396.0,38.59649123,,576.41921397
OA,Oceania,NZL,New Zealand,1993,Female,Age70_74,[70-74],660.0,45.86518416,,1089.1089109
OA,Oceania,NZL,New Zealand,1993,Female,Age75_79,[75-79],1018.0,53.29842932,,2152.2198732
OA,Oceania,NZL,New Zealand,1993,Female,Age80_84,[80-84],1288.0,56.29370629,,3950.9202454
OA,Oceania,NZL,New Zealand,1994,All,Age_all,[All],11655.0,43.01531648,231.72011214,323.04110424
OA,Oceania,NZL,New Zealand,1994,All,Age00,[0],5.0,1.20772947,,9.02527076
OA,Oceania,NZL,New Zealand,1993,Female,Age_all,[All],5982.0,45.90239411,194.11123295,330.53376064
OA,Oceania,NZL,New Zealand,1994,All,Age85_over,[85+],3090.0,52.37288136,,8535.9116022
OA,Oceania,NZL,New Zealand,1994,All,Age_unknown,[Unknown],0.0,,,
OA,Oceania,NZL,New Zealand,1993,Female,Age00,[0],4.0,2.07253886,,14.59854015
OA,Oceania,NZL,New Zealand,1993,Female,Age01_04,[1-4],1.0,1.85185185,,0.87719298
OA,Oceania,NZL,New Zealand,1993,Female,Age05_09,[5-9],0.0,0.0,,0.0
OA,Oceania,NZL,New Zealand,1993,Female,Age10_14,[10-14],2.0,7.40740741,,1.57977883
OA,Oceania,NZL,New Zealand,1993,Female,Age15_19,[15-19],3.0,4.41176471,,2.20913108
OA,Oceania,NZL,New Zealand,1993,Female,Age20_24,[20-24],1.0,1.31578947,,0.67980965
OA,Oceania,NZL,New Zealand,1993,Female,Age25_29,[25-29],6.0,7.22891566,,4.26742532
OA,Oceania,NZL,New Zealand,1994,All,Age01_04,[1-4],2.0,1.96078431,,0.85689803
OA,Oceania,NZL,New Zealand,1994,All,Age05_09,[5-9],1.0,1.88679245,,0.36310821
OA,Oceania,NZL,New Zealand,1994,All,Age10_14,[10-14],2.0,3.92156863,,0.7624857
OA,Oceania,NZL,New Zealand,1994,All,Age15_19,[15-19],5.0,2.46305419,,1.85873606
OA,Oceania,NZL,New Zealand,1994,All,Age20_24,[20-24],13.0,4.59363958,,4.47042641
OA,Oceania,NZL,New Zealand,1994,All,Age25_29,[25-29],15.0,5.57620818,,5.43675245
OA,Oceania,NZL,New Zealand,1994,All,Age30_34,[30-34],29.0,9.50819672,,9.68603874
OA,Oceania,NZL,New Zealand,1994,All,Age35_39,[35-39],69.0,21.10091743,,25.05446623
OA,Oceania,NZL,New Zealand,1994,All,Age40_44,[40-44],105.0,24.53271028,,41.94966041
OA,Oceania,NZL,New Zealand,1994,All,Age45_49,[45-49],159.0,27.70034843,,69.07037359
OA,Oceania,NZL,New Zealand,1994,All,Age50_54,[50-54],289.0,33.41040462,,157.15062534
OA,Oceania,NZL,New Zealand,1994,All,Age75_79,[75-79],1892.0,48.25299668,,2394.9367089
OA,Oceania,NZL,New Zealand,1994,All,Age80_84,[80-84],2277.0,52.10526316,,4280.075188
OA,Oceania,NZL,New Zealand,1994,All,Age55_59,[55-59],371.0,33.97435897,,247.00399467
OA,Oceania,NZL,New Zealand,1994,All,Age60_64,[60-64],658.0,37.6,,465.67586695
OA,Oceania,NZL,New Zealand,1994,All,Age65_69,[65-69],1078.0,40.94189138,,802.08333333
OA,Oceania,NZL,New Zealand,1994,All,Age70_74,[70-74],1595.0,44.86638537,,1416.5186501
OA,Oceania,NZL,New Zealand,1994,Male,Age85_over,[85+],1014.0,49.6328928,,9566.0377358
OA,Oceania,NZL,New Zealand,1994,Male,Age_unknown,[Unknown],0.0,,,
OA,Oceania,NZL,New Zealand,1994,Male,Age_all,[All],5927.0,41.82780522,297.00805671,333.72747748
OA,Oceania,NZL,New Zealand,1994,Male,Age00,[0],2.0,0.91743119,,6.99300699
OA,Oceania,NZL,New Zealand,1994,Male,Age01_04,[1-4],2.0,3.07692308,,1.67084378
OA,Oceania,NZL,New Zealand,1994,Male,Age05_09,[5-9],1.0,3.22580645,,0.7082153
OA,Oceania,NZL,New Zealand,1994,Male,Age10_14,[10-14],2.0,5.71428571,,1.48148148
OA,Oceania,NZL,New Zealand,1994,Male,Age15_19,[15-19],4.0,3.05343511,,2.9455081
OA,Oceania,NZL,New Zealand,1994,Male,Age20_24,[20-24],8.0,3.8277512,,5.53633218
OA,Oceania,NZL,New Zealand,1994,Male,Age25_29,[25-29],7.0,3.5,,5.18518519
OA,Oceania,NZL,New Zealand,1994,Male,Age30_34,[30-34],19.0,9.13461538,,12.99589603
OA,Oceania,NZL,New Zealand,1994,Male,Age35_39,[35-39],49.0,23.90243902,,36.13569322
OA,Oceania,NZL,New Zealand,1994,Male,Age40_44,[40-44],72.0,27.69230769,,57.97101449
OA,Oceania,NZL,New Zealand,1994,Male,Age45_49,[45-49],120.0,34.58213256,,104.34782609
OA,Oceania,NZL,New Zealand,1994,Male,Age50_54,[50-54],209.0,41.55069583,,226.92725299
OA,Oceania,NZL,New Zealand,1994,Male,Age55_59,[55-59],275.0,41.92073171,,367.64705882
OA,Oceania,NZL,New Zealand,1994,Male,Age60_64,[60-64],440.0,41.31455399,,624.11347518
OA,Oceania,NZL,New Zealand,1994,Male,Age65_69,[65-69],747.0,44.33234421,,1138.7195122
OA,Oceania,NZL,New Zealand,1994,Male,Age70_74,[70-74],951.0,45.63339731,,1890.6560636
OA,Oceania,NZL,New Zealand,1994,Male,Age75_79,[75-79],990.0,46.41350211,,3093.75
OA,Oceania,NZL,New Zealand,1994,Male,Age80_84,[80-84],1015.0,48.51816444,,5178.5714286
OA,Oceania,NZL,New Zealand,1994,Female,Age_all,[All],5728.0,44.3172147,179.59866945,312.68082319
OA,Oceania,NZL,New Zealand,1994,Female,Age00,[0],3.0,1.53061224,,11.19402985
OA,Oceania,NZL,New Zealand,1994,Female,Age01_04,[1-4],0.0,0.0,,0.0
OA,Oceania,NZL,New Zealand,1994,Female,Age05_09,[5-9],0.0,0.0,,0.0
OA,Oceania,NZL,New Zealand,1994,Female,Age10_14,[10-14],0.0,0.0,,0.0
OA,Oceania,NZL,New Zealand,1994,Female,Age15_19,[15-19],1.0,1.38888889,,0.75075075
OA,Oceania,NZL,New Zealand,1994,Female,Age20_24,[20-24],5.0,6.75675676,,3.417635
OA,Oceania,NZL,New Zealand,1994,Female,Age25_29,[25-29],8.0,11.5942029,,5.67778566
OA,Oceania,NZL,New Zealand,1994,Female,Age30_34,[30-34],10.0,10.30927835,,6.52741514
OA,Oceania,NZL,New Zealand,1994,Female,Age35_39,[35-39],20.0,16.39344262,,14.30615165
OA,Oceania,NZL,New Zealand,1994,Female,Age40_44,[40-44],33.0,19.64285714,,26.16970658
OA,Oceania,NZL,New Zealand,1994,Female,Age45_49,[45-49],39.0,17.18061674,,33.85416667
OA,Oceania,NZL,New Zealand,1994,Female,Age50_54,[50-54],80.0,22.09944751,,87.1459695
OA,Oceania,NZL,New Zealand,1994,Female,Age55_59,[55-59],96.0,22.01834862,,127.32095491
OA,Oceania,NZL,New Zealand,1994,Female,Age60_64,[60-64],218.0,31.82481752,,307.90960452
OA,Oceania,NZL,New Zealand,1994,Female,Age65_69,[65-69],331.0,34.91561181,,481.10465116
OA,Oceania,NZL,New Zealand,1994,Female,Age70_74,[70-74],644.0,43.77974167,,1033.7078652
OA,Oceania,NZL,New Zealand,1994,Female,Age75_79,[75-79],902.0,50.44742729,,1919.1489362
OA,Oceania,NZL,New Zealand,1994,Female,Age80_84,[80-84],1262.0,55.39947322,,3755.952381
OA,Oceania,NZL,New Zealand,1994,Female,Age85_over,[85+],2076.0,53.82421571,,8109.375
OA,Oceania,NZL,New Zealand,1994,Female,Age_unknown,[Unknown],0.0,,,
OA,Oceania,NZL,New Zealand,1995,All,Age_unknown,[Unknown],0.0,,,
OA,Oceania,NZL,New Zealand,1995,All,Age_all,[All],11755.0,42.04821863,227.73253056,321.22752364
OA,Oceania,NZL,New Zealand,1995,All,Age00,[0],3.0,0.77319588,,5.41516245
OA,Oceania,NZL,New Zealand,1995,All,Age01_04,[1-4],4.0,4.34782609,,1.73460538
OA,Oceania,NZL,New Zealand,1995,All,Age05_09,[5-9],1.0,1.85185185,,0.3511236
OA,Oceania,NZL,New Zealand,1995,All,Age10_14,[10-14],3.0,5.0,,1.13079533
OA,Oceania,NZL,New Zealand,1995,All,Age15_19,[15-19],6.0,2.66666667,,2.23463687
OA,Oceania,NZL,New Zealand,1995,All,Age20_24,[20-24],11.0,3.25443787,,3.83542538
OA,Oceania,NZL,New Zealand,1995,All,Age25_29,[25-29],24.0,8.02675585,,8.60215054
OA,Oceania,NZL,New Zealand,1995,All,Age30_34,[30-34],28.0,9.33333333,,9.30541708
OA,Oceania,NZL,New Zealand,1995,All,Age35_39,[35-39],57.0,17.53846154,,20.01404494
OA,Oceania,NZL,New Zealand,1995,All,Age40_44,[40-44],119.0,27.80373832,,46.44808743
OA,Oceania,NZL,New Zealand,1995,All,Age45_49,[45-49],196.0,29.21013413,,81.4968815
OA,Oceania,NZL,New Zealand,1995,All,Age50_54,[50-54],264.0,28.88402626,,140.0530504
OA,Oceania,NZL,New Zealand,1995,All,Age55_59,[55-59],412.0,35.24379812,,263.25878594
OA,Oceania,NZL,New Zealand,1995,All,Age60_64,[60-64],608.0,35.93380615,,437.09561467
OA,Oceania,NZL,New Zealand,1995,All,Age65_69,[65-69],1047.0,39.15482423,,777.28285078
OA,Oceania,NZL,New Zealand,1995,All,Age70_74,[70-74],1509.0,42.44725738,,1319.0559441
OA,Oceania,NZL,New Zealand,1995,All,Age75_79,[75-79],1967.0,48.25809617,,2425.4007398
OA,Oceania,NZL,New Zealand,1995,All,Age80_84,[80-84],2220.0,50.58099795,,4036.3636364
OA,Oceania,NZL,New Zealand,1995,All,Age85_over,[85+],3276.0,51.94228635,,8689.6551724
OA,Oceania,NZL,New Zealand,1995,Male,Age_all,[All],5991.0,41.23761013,293.2368564,332.44548027
OA,Oceania,NZL,New Zealand,1995,Male,Age_unknown,[Unknown],0.0,,,
OA,Oceania,NZL,New Zealand,1995,Male,Age00,[0],2.0,0.98039216,,7.01754386
OA,Oceania,NZL,New Zealand,1995,Male,Age01_04,[1-4],4.0,8.5106383,,3.36983993
OA,Oceania,NZL,New Zealand,1995,Male,Age05_09,[5-9],1.0,3.03030303,,0.68540096
OA,Oceania,NZL,New Zealand,1995,Male,Age10_14,[10-14],2.0,5.40540541,,1.46412884
OA,Oceania,NZL,New Zealand,1995,Male,Age15_19,[15-19],4.0,2.48447205,,2.93255132
OA,Oceania,NZL,New Zealand,1995,Male,Age20_24,[20-24],4.0,1.62601626,,2.80701754
OA,Oceania,NZL,New Zealand,1995,Male,Age25_29,[25-29],13.0,5.96330275,,9.54478708
OA,Oceania,NZL,New Zealand,1995,Male,Age30_34,[30-34],21.0,10.65989848,,14.30517711
OA,Oceania,NZL,New Zealand,1995,Male,Age35_39,[35-39],30.0,16.12903226,,21.39800285
OA,Oceania,NZL,New Zealand,1995,Male,Age40_44,[40-44],92.0,36.8,,72.55520505
OA,Oceania,NZL,New Zealand,1995,Male,Age45_49,[45-49],150.0,38.75968992,,124.6882793
OA,Oceania,NZL,New Zealand,1995,Male,Age50_54,[50-54],200.0,38.02281369,,211.86440678
OA,Oceania,NZL,New Zealand,1995,Male,Age55_59,[55-59],311.0,43.92655367,,399.74293059
OA,Oceania,NZL,New Zealand,1995,Male,Age60_64,[60-64],437.0,41.69847328,,629.68299712
OA,Oceania,NZL,New Zealand,1995,Male,Age65_69,[65-69],712.0,42.13017751,,1078.7878788
OA,Oceania,NZL,New Zealand,1995,Male,Age70_74,[70-74],909.0,43.47202296,,1758.2205029
OA,Oceania,NZL,New Zealand,1995,Male,Age75_79,[75-79],1044.0,47.04821992,,3163.6363636
