,Unnamed: 0,index,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,FactValueNumeric,FactValueNumericLow,FactValueNumericHigh,Value
1206,1206,1206,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2018,False,Sex,Female,SEX_FMLE,0.4,0.11,0.76,0.4 [0.1 - 0.8]
1207,1207,1207,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,TUR,Türkiye,Year,2018,False,Sex,Female,SEX_FMLE,0.44,0.13,0.81,0.4 [0.1 - 0.8]
1208,1208,1208,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2018,False,Sex,Female,SEX_FMLE,0.4,0.096,0.76,0.4 [0.1 - 0.8]
1209,1209,1209,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2018,False,Sex,Female,SEX_FMLE,0.41,0.16,0.76,0.4 [0.2 - 0.8]
1210,1210,1210,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,GIN,Guinea,Year,2018,False,Sex,Both sexes,SEX_BTSX,0.47,0.01,1.16,0.5 [0.0 - 1.2]
1211,1211,1211,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2018,False,Sex,Both sexes,SEX_BTSX,0.49,0.0,1.21,0.5 [0.0 - 1.2]
1212,1212,1212,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,COM,Comoros,Year,2018,False,Sex,Male,SEX_MLE,0.45,0.0,1.4,0.5 [0.0 - 1.4]
1213,1213,1213,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,SLE,Sierra Leone,Year,2018,False,Sex,Male,SEX_MLE,0.47,0.0001,1.37,0.5 [0.0 - 1.4]
1214,1214,1214,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2018,False,Sex,Male,SEX_MLE,0.52,0.0,1.5,0.5 [0.0 - 1.5]
1215,1215,1215,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2018,False,Sex,Female,SEX_FMLE,0.49,0.13,0.91,0.5 [0.1 - 0.9]
1216,1216,1216,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,AZE,Azerbaijan,Year,2018,False,Sex,Female,SEX_FMLE,0.54,0.15,1.0,0.5 [0.1 - 1.0]
1217,1217,1217,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,SEAR,South-East Asia,Country,NPL,Nepal,Year,2018,False,Sex,Female,SEX_FMLE,0.48,0.11,0.96,0.5 [0.1 - 1.0]
1218,1218,1218,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,TGO,Togo,Year,2018,False,Sex,Female,SEX_FMLE,0.52,0.14,0.96,0.5 [0.1 - 1.0]
1219,1219,1219,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,DZA,Algeria,Year,2018,False,Sex,Both sexes,SEX_BTSX,0.61,0.045,1.36,0.6 [0.0 - 1.4]
1220,1220,1220,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2018,False,Sex,Male,SEX_MLE,0.65,0.01,1.65,0.6 [0.0 - 1.7]
1221,1221,1221,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,TON,Tonga,Year,2018,False,Sex,Male,SEX_MLE,0.64,0.0,1.99,0.6 [0.0 - 2.0]
1222,1222,1222,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2018,False,Sex,Female,SEX_FMLE,0.57,0.19,1.04,0.6 [0.2 - 1.0]
1223,1223,1223,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2018,False,Sex,Female,SEX_FMLE,0.55,0.15,1.01,0.6 [0.2 - 1.0]
1224,1224,1224,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,GTM,Guatemala,Year,2018,False,Sex,Female,SEX_FMLE,0.63,0.2,1.06,0.6 [0.2 - 1.1]
1225,1225,1225,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2018,False,Sex,Both sexes,SEX_BTSX,0.7,0.016,1.76,0.7 [0.0 - 1.8]
1226,1226,1226,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2018,False,Sex,Male,SEX_MLE,0.72,0.0,1.92,0.7 [0.0 - 1.9]
1227,1227,1227,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,SEN,Senegal,Year,2018,False,Sex,Male,SEX_MLE,0.73,0.0,1.98,0.7 [0.0 - 2.0]
1228,1228,1228,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2018,False,Sex,Male,SEX_MLE,0.66,0.0,2.59,0.7 [0.0 - 2.6]
1229,1229,1229,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2018,False,Sex,Female,SEX_FMLE,0.65,0.093,1.28,0.7 [0.1 - 1.3]
1230,1230,1230,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2018,False,Sex,Female,SEX_FMLE,0.72,0.24,1.25,0.7 [0.2 - 1.2]
1231,1231,1231,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,MOZ,Mozambique,Year,2018,False,Sex,Female,SEX_FMLE,0.68,0.24,1.21,0.7 [0.2 - 1.2]
1232,1232,1232,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,UZB,Uzbekistan,Year,2018,False,Sex,Female,SEX_FMLE,0.71,0.33,1.14,0.7 [0.3 - 1.1]
1233,1233,1233,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,RWA,Rwanda,Year,2018,False,Sex,Female,SEX_FMLE,0.69,0.25,1.21,0.7 [0.3 - 1.2]
1234,1234,1234,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,MYS,Malaysia,Year,2018,False,Sex,Both sexes,SEX_BTSX,0.76,0.0,1.72,0.8 [0.0 - 1.7]
1235,1235,1235,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,GIN,Guinea,Year,2018,False,Sex,Male,SEX_MLE,0.83,0.019,2.07,0.8 [0.0 - 2.1]
1236,1236,1236,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,KIR,Kiribati,Year,2018,False,Sex,Both sexes,SEX_BTSX,0.76,0.0,2.19,0.8 [0.0 - 2.2]
1237,1237,1237,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2018,False,Sex,Female,SEX_FMLE,0.77,0.31,1.27,0.8 [0.3 - 1.3]
1238,1238,1238,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,CAF,Central African Republic,Year,2018,False,Sex,Female,SEX_FMLE,0.79,0.31,1.37,0.8 [0.3 - 1.4]
1239,1239,1239,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,WSM,Samoa,Year,2018,False,Sex,Female,SEX_FMLE,0.81,0.27,1.43,0.8 [0.3 - 1.4]
1240,1240,1240,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,SGP,Singapore,Year,2018,False,Sex,Female,SEX_FMLE,0.8,0.26,1.49,0.8 [0.3 - 1.5]
1241,1241,1241,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,TKM,Turkmenistan,Year,2018,False,Sex,Female,SEX_FMLE,0.84,0.43,1.32,0.8 [0.4 - 1.3]
1242,1242,1242,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2018,False,Sex,Male,SEX_MLE,0.86,0.0,2.14,0.9 [0.0 - 2.1]
1243,1243,1243,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,TJK,Tajikistan,Year,2018,False,Sex,Both sexes,SEX_BTSX,0.87,0.07,1.72,0.9 [0.1 - 1.7]
1244,1244,1244,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2018,False,Sex,Both sexes,SEX_BTSX,0.88,0.12,1.94,0.9 [0.1 - 1.9]
1245,1245,1245,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2018,False,Sex,Female,SEX_FMLE,0.86,0.27,1.56,0.9 [0.3 - 1.6]
1246,1246,1246,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,MDG,Madagascar,Year,2018,False,Sex,Both sexes,SEX_BTSX,1.02,0.18,2.05,1.0 [0.2 - 2.1]
1247,1247,1247,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2018,False,Sex,Female,SEX_FMLE,0.95,0.41,1.57,1.0 [0.4 - 1.6]
1248,1248,1248,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,ETH,Ethiopia,Year,2018,False,Sex,Female,SEX_FMLE,1.04,0.43,1.71,1.0 [0.4 - 1.7]
1249,1249,1249,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,KEN,Kenya,Year,2018,False,Sex,Female,SEX_FMLE,1.0,0.47,1.61,1.0 [0.5 - 1.6]
1250,1250,1250,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2018,False,Sex,Female,SEX_FMLE,1.02,0.49,1.62,1.0 [0.5 - 1.6]
1251,1251,1251,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,NRU,Nauru,Year,2018,False,Sex,Female,SEX_FMLE,1.04,0.5,1.65,1.0 [0.5 - 1.7]
1252,1252,1252,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,DZA,Algeria,Year,2018,False,Sex,Male,SEX_MLE,1.07,0.078,2.38,1.1 [0.1 - 2.4]
1253,1253,1253,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,GMB,Gambia,Year,2018,False,Sex,Both sexes,SEX_BTSX,1.11,0.18,2.23,1.1 [0.2 - 2.2]
1254,1254,1254,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2018,False,Sex,Both sexes,SEX_BTSX,1.15,0.25,2.16,1.1 [0.3 - 2.2]
1255,1255,1255,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2018,False,Sex,Male,SEX_MLE,1.25,0.029,3.11,1.2 [0.0 - 3.1]
1256,1256,1256,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2018,False,Sex,Male,SEX_MLE,1.21,0.16,2.67,1.2 [0.2 - 2.7]
1257,1257,1257,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,ERI,Eritrea,Year,2018,False,Sex,Both sexes,SEX_BTSX,1.23,0.3,2.4,1.2 [0.3 - 2.4]
1258,1258,1258,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2018,False,Sex,Both sexes,SEX_BTSX,1.25,0.31,2.37,1.2 [0.3 - 2.4]
1259,1259,1259,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,TCD,Chad,Year,2018,False,Sex,Female,SEX_FMLE,1.2,0.39,2.03,1.2 [0.4 - 2.0]
1260,1260,1260,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,FJI,Fiji,Year,2018,False,Sex,Female,SEX_FMLE,1.16,0.51,1.86,1.2 [0.5 - 1.9]
1261,1261,1261,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,MWI,Malawi,Year,2018,False,Sex,Female,SEX_FMLE,1.16,0.47,1.9,1.2 [0.5 - 1.9]
1262,1262,1262,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2018,False,Sex,Female,SEX_FMLE,1.16,0.61,1.8,1.2 [0.6 - 1.8]
1263,1263,1263,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,HND,Honduras,Year,2018,False,Sex,Female,SEX_FMLE,1.22,0.62,1.89,1.2 [0.6 - 1.9]
1264,1264,1264,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2018,False,Sex,Female,SEX_FMLE,1.25,0.61,1.96,1.2 [0.6 - 2.0]
1265,1265,1265,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,MLI,Mali,Year,2018,False,Sex,Female,SEX_FMLE,1.22,0.66,1.86,1.2 [0.7 - 1.9]
1266,1266,1266,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,MYS,Malaysia,Year,2018,False,Sex,Male,SEX_MLE,1.29,0.0,2.9,1.3 [0.0 - 2.9]
1267,1267,1267,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,KIR,Kiribati,Year,2018,False,Sex,Male,SEX_MLE,1.31,0.0,3.75,1.3 [0.0 - 3.8]
1268,1268,1268,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,SLV,El Salvador,Year,2018,False,Sex,Female,SEX_FMLE,1.32,0.64,2.05,1.3 [0.6 - 2.0]
1269,1269,1269,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,ISR,Israel,Year,2018,False,Sex,Female,SEX_FMLE,1.28,0.65,2.0,1.3 [0.6 - 2.0]
1270,1270,1270,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,CRI,Costa Rica,Year,2018,False,Sex,Female,SEX_FMLE,1.3,0.66,2.03,1.3 [0.7 - 2.0]
1271,1271,1271,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,SEAR,South-East Asia,Country,MDV,Maldives,Year,2018,False,Sex,Both sexes,SEX_BTSX,1.43,0.099,2.88,1.4 [0.1 - 2.9]
1272,1272,1272,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2018,False,Sex,Male,SEX_MLE,1.4,0.31,2.63,1.4 [0.3 - 2.6]
1273,1273,1273,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,SEAR,South-East Asia,Country,NPL,Nepal,Year,2018,False,Sex,Both sexes,SEX_BTSX,1.36,0.31,2.66,1.4 [0.3 - 2.7]
1274,1274,1274,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,TGO,Togo,Year,2018,False,Sex,Both sexes,SEX_BTSX,1.42,0.39,2.61,1.4 [0.4 - 2.6]
1275,1275,1275,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,JAM,Jamaica,Year,2018,False,Sex,Female,SEX_FMLE,1.44,0.64,2.23,1.4 [0.6 - 2.2]
1276,1276,1276,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2018,False,Sex,Female,SEX_FMLE,1.4,0.75,2.11,1.4 [0.7 - 2.1]
1277,1277,1277,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,NGA,Nigeria,Year,2018,False,Sex,Female,SEX_FMLE,1.37,0.72,2.07,1.4 [0.7 - 2.1]
1278,1278,1278,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,LBR,Liberia,Year,2018,False,Sex,Female,SEX_FMLE,1.43,0.71,2.21,1.4 [0.7 - 2.2]
1279,1279,1279,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,KAZ,Kazakhstan,Year,2018,False,Sex,Female,SEX_FMLE,1.43,0.81,2.13,1.4 [0.8 - 2.1]
1280,1280,1280,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,LSO,Lesotho,Year,2018,False,Sex,Female,SEX_FMLE,1.43,0.81,2.14,1.4 [0.8 - 2.1]
1281,1281,1281,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,HTI,Haiti,Year,2018,False,Sex,Female,SEX_FMLE,1.4,0.75,2.16,1.4 [0.8 - 2.2]
1282,1282,1282,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,TJK,Tajikistan,Year,2018,False,Sex,Male,SEX_MLE,1.5,0.12,2.97,1.5 [0.1 - 3.0]
1283,1283,1283,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2018,False,Sex,Both sexes,SEX_BTSX,1.48,0.42,2.7,1.5 [0.4 - 2.7]
1284,1284,1284,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,ECU,Ecuador,Year,2018,False,Sex,Female,SEX_FMLE,1.49,0.76,2.33,1.5 [0.8 - 2.3]
1285,1285,1285,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,ZMB,Zambia,Year,2018,False,Sex,Female,SEX_FMLE,1.48,0.82,2.25,1.5 [0.8 - 2.3]
1286,1286,1286,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,BDI,Burundi,Year,2018,False,Sex,Female,SEX_FMLE,1.54,0.82,2.36,1.5 [0.8 - 2.4]
1287,1287,1287,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2018,False,Sex,Female,SEX_FMLE,1.47,0.88,2.15,1.5 [0.9 - 2.1]
1288,1288,1288,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2018,False,Sex,Both sexes,SEX_BTSX,1.58,0.25,3.04,1.6 [0.3 - 3.0]
1289,1289,1289,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2018,False,Sex,Both sexes,SEX_BTSX,1.62,0.44,2.96,1.6 [0.4 - 3.0]
1290,1290,1290,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,GTM,Guatemala,Year,2018,False,Sex,Both sexes,SEX_BTSX,1.63,0.52,2.72,1.6 [0.5 - 2.7]
1291,1291,1291,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,SEAR,South-East Asia,Country,IND,India,Year,2018,False,Sex,Female,SEX_FMLE,1.56,0.82,2.37,1.6 [0.8 - 2.4]
1292,1292,1292,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,NIC,Nicaragua,Year,2018,False,Sex,Female,SEX_FMLE,1.64,0.95,2.43,1.6 [0.9 - 2.4]
1293,1293,1293,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,MKD,North Macedonia,Year,2018,False,Sex,Female,SEX_FMLE,1.63,0.87,2.44,1.6 [0.9 - 2.4]
1294,1294,1294,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,MDG,Madagascar,Year,2018,False,Sex,Male,SEX_MLE,1.69,0.29,3.38,1.7 [0.3 - 3.4]
1295,1295,1295,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2018,False,Sex,Both sexes,SEX_BTSX,1.7,0.55,3.07,1.7 [0.6 - 3.1]
1296,1296,1296,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2018,False,Sex,Female,SEX_FMLE,1.73,0.96,2.59,1.7 [1.0 - 2.6]
1297,1297,1297,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,EUR,Europe,Country,TUR,Türkiye,Year,2018,False,Sex,Both sexes,SEX_BTSX,1.82,0.52,3.28,1.8 [0.5 - 3.3]
1298,1298,1298,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AFR,Africa,Country,GHA,Ghana,Year,2018,False,Sex,Female,SEX_FMLE,1.75,0.78,2.77,1.8 [0.8 - 2.8]
1299,1299,1299,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average ",text,AMR,Americas,Country,BHS,Bahamas,Year,2018,False,Sex,Female,SEX_FMLE,1.87,0.12,3.72,1.9 [0.1 - 3.7]
